,recipe_name,description,rating,num_ratings,author
0,Easy salmon with veggies & hollandaise - Recipe - Diet Doctor,"What is a liberal low-carb meal? Here is a great example. Flaky, baked salmon meets tender, roasted root vegetables and green beans — with 21 grams of carbs per serving. Topped with an easy and flavorful quick hollandaise sauce, the salmon and veggies combo are sure to become a favorite family…",5,2,Jill Wallentin
0,"Seared Salmon, Veggies & Simple Hollandaise - Recipe - Diet Doctor","This is an example of an easy and tasty moderate low-carb meal – packed with flavors and nutrients. If you want to make this dish keto, just replace the red bell peppers with green ones.",5,3,Jill Wallentin
0,Keto Baked Goat Cheese With Blackberries - Recipe - Diet Doctor,This delicious oven-baked goat cheese dish wows as an appetizer or a dessert. But it is so tasty and nutritious you could even have it for lunch with a good salad!,5,9,Jill Wallentin
0,The Best Keto Vegan Tofu Scramble - Recipe - Diet Doctor,"This creamy, gently-spiced vegan tofu scramble is a perfect, protein-packed way to start to any day. Enjoy!",4.07,15,Naomi Sherman
0,Low-Carb Chocolate Pudding with Raspberries - Recipe - Diet Doctor,"Here's a super creamy, elegant, dairy-free chocolate dessert with orange zest and raspberries. Top with some whipped coconut cream for a milder chocolate taste! If you don't mind using dairy, you can top instead with whipping cream.",5,3,Jill Wallentin
0,Low-Carb Swedish Cabbage Bake - Recipe - Diet Doctor,"This classic, Swedish, baked-cabbage dish, with ground pork or beef, is super easy to make, budget-friendly and so delicious. It's a family-friendly low-carb dish meant to be shared!",4.64,11,Anne Aobadia
0,Keto Baked Eggs with Beef - Recipe - Diet Doctor,"A perfect low-carb marriage of eggs and beef... yes, please!  Whip up this tasty gem anytime—breakfast, lunch or dinner—and dig in. Your taste buds will thank you!",4.88,41,Anne Aobadia
0,Keto Garlic Mushroom Chicken Thighs - Recipe - Diet Doctor,"Here's an absolutely ravishing, creamy keto chicken with butter-fried mushrooms, garlic, parmesan and herbs. Serve with a simple green salad or a side dish of your choice.",4.87,86,Anne Aobadia
0,Low-Carb Ground Beef with Veggies - Recipe - Diet Doctor,"Yes, this casserole takes time to prepare, but it is not difficult. You can even bake it a day ahead. The result is a festival of low-carb flavors and colors that will make you happy!",4,3,Pascale Naessens
0,Low-Carb Baked Eggs with Veggies - Recipe - Diet Doctor,"A super easy, all-in-one vegetarian meal with veggies and eggs. Served with a spicy, fresh yogurt sauce, it's a perfect quick dinner or delicious lunch or brunch.",4.2,5,Anne Aobadia
0,Low-Carb Vegan Vanilla Protein Shake - Recipe - Diet Doctor,"Healthy, protein-packed, and dairy-free, this delicious and filling creamy vanilla shake is great for a fast start to your day. Just blend and go! Or, with this shake as the base, try different tasty additions to the mix to shake up your tastebuds.",4,9,Naomi Sherman
0,Low-Carb Vanilla & Strawberry Dessert Wraps - Recipe - Diet Doctor,You've got dessert wrapped up in a snap with these low-carb vanilla and strawberry dessert wraps. Soft cardamom-flavored wraps with vanilla cream and fluffy whipped cream. Summer dessert at its best!,5,2,Jill Wallentin
0,Low-Carb Beef Rydberg - Classic Swedish Recipe - Diet Doctor,"Beef Rydberg is a classic Swedish dish, traditionally served with fried onions and potatoes. It becomes a tasty low-carb treat with rutabaga. Try this hearty Nordic meal today!",5,2,Anne Aobadia
0,Keto Thai Chicken Lettuce Wraps - Recipe - Diet Doctor,Try Thai! There’s no need to seek out a Thai restaurant to enjoy tasty Asian lettuce wraps when this super easy version can be made at home. It’s a low-carb meal that can be made in under 30 minutes!,4.4,5,Lisa MarcAurele
0,Low-Carb Meatballs in Ginger-Soy Broth - Recipe - Diet Doctor,"A spicy ginger-soy broth gives a unique Asian touch to this excellent low-carb meatball recipe. These delicious, tender turkey meatballs are ideal for sharing with a group, simply double or triple the recipe.",4.67,6,Pascale Naessens
0,Low-Carb Ricotta and Lemon Pancakes - Recipe - Diet Doctor,"Adding in ricotta cheese makes low-carb coconut flour pancakes fluff up higher. With the added lemon flavor, there’s no need to top them off with butter or syrup. They taste great plain!",3.44,9,Lisa MarcAurele
0,Keto Pork Chop and Broccoli Casserole - Recipe - Diet Doctor,"A creamy, parmesan cheese sauce gives this keto pork chop and broccoli casserole an irresistible flavor. It's a family-friendly keto meal that's easy to make and great for leftovers.",4.76,25,Lisa MarcAurele
0,Low-Carb Stuffed Cabbage Rolls - Recipe - Diet Doctor,"Stuffed cabbage rolls are satisfying, delicious, and easy to make. This Swedish-inspired low-carb version uses cauliflower instead of rice and a delicious cream sauce instead of tomato. It's a tasty crowd-pleaser that will delight family and friends!",5,6,Anne Aobadia
0,Low-Carb Italian Tomato Fish Stew - Quick & Easy Recipe - Diet Doctor,An Italian inspired stew that comes together quickly for an easy low-carb meal. It’s a flavorful dish that combines fish fillets in a tomato base with fresh herbs.,4.75,8,Lisa MarcAurele
0,Keto Lebanese Garlic Cream (Toum) — Recipe — Diet Doctor,"If you love garlic as much as we do, quite possibly this will be your new favorite keto side dish. This irresistible Lebanese version of aioli is armored with a heavenly fluffy and smooth texture with a fresh touch of lemon.",5,2,Jill Wallentin
0,Low-Carb Vegan Kebab Wraps - Recipe - Diet Doctor,"These colorful low-carb vegan kebab wraps are a healthy and delicious plant-based protein source. Perfect for lunch or dinner for the whole family, a low-carb twist on a Middle Eastern delicacy.",5,3,Jill Wallentin
0,Keto Zucchini Zoodles with Crab - Recipe - Diet Doctor,"This is the perfect keto meal for seafood lovers — tasty, easy to make, unique, and healthy. The tender zucchini goes well with the crab meat. The mayonnaise binds all of the flavors together, and the toasted pine nuts provide a crispy touch.",5,2,Pascale Naessens
0,Mini Keto Coconut Cupcakes With Lime Curd - Recipe - Diet Doctor,Deliciously sweet keto cupcakes topped with irresistibly fresh and creamy lime curd. A festive yet healthy dessert for special occasions.,4.83,6,Jill Wallentin
0,Low-Carb Chicken and Zucchini Curry Soup - Recipe - Diet Doctor,"The warm and inviting scent of curry that fills the house when you make this bright, fresh low-carb soup is irresistible. Tender chicken and crispy zucchini are the stars of this coconut-infused flavor wonder!",5,5,Pascale Naessens
0,Low-Carb Vegan Buddha Bowl - Recipe - Diet Doctor,"A low-carb plant-based bowl of goodness. Delicious flavors and textures that will appeal to any tastes, vegan or not. Makes sure to marinate the tofu overnight, as it will really amplify the flavors of this dish.",4.11,9,Naomi Sherman
0,Low-Carb Celery Root with Bacon and Cheese - Recipe - Diet Doctor,"Celery root is an excellent alternative to baked potatoes. Pair it with crème fraîche, bacon and cheese... and be amazed by this delicious low-carb meal!",5,2,Anne Aobadia
0,Keto falafel - High Protein Vegan Recipe - Diet Doctor,"Here's a must-have versatile recipe: a healthy, plant-based alternative to meat that's low-carb, high-protein and tastes great!  Just switch the spices for the falafel to make Italian-, Greek- or Mexican-flavored keto vegan meals. Better yet: all versions are easy to make and freeze well.",4,5,Jill Wallentin
0,Keto Cheesy Meatballs with Cauli Slaw - Recipe - Diet Doctor,These cheesy oven-baked meatballs with a crispy cauliflower slaw are the perfect keto dinner any day of the week. Delicious and easy to make! Call 'em cheeseburger balls.,5,10,Anne Aobadia
0,The Best Easy Keto Bagels - Gluten-Free Recipe - Diet Doctor,"Crispy on the outside, soft on the inside. Easy and delicious seedy bagels, just waiting for you to add your favourite fillings.",4.9,92,Naomi Sherman
0,Low-Carb Dill and Tomato Herring — Recipe — Diet Doctor,A budget-friendly and delicious homemade classic that's super easy to make. Perfect with keto seed crackers and it will be a great addition to your festive buffet table!,5,2,Anne Aobadia
0,Keto Crispy Ham Croquettes - Recipe - Diet Doctor,"Croquettes, or croquetas as they say in Spanish, are fried little nuggets of goodness. Ham and béchamel paste are made into little balls breaded and deep fried. We’ve created a simple dairy-free keto recipe that easily comes together in the food processor.",4,5,Cristina Curp
0,Keto Pesto — Homemade Classic Recipe — Diet Doctor,Why buy ready-made pesto when you can make your own in basically 30 seconds at a fraction of the store prices? And the taste... it beats any pre-made options!,5,19,Anne Aobadia
0,Low-Carb Moules Marinières - Recipe - Diet Doctor,"Mussels, garlic, cream and wine. That classic combo is moules marinières. Add in the tasty low-carb garlic croutons and you have a festive and fast low-carb main dish that's great for a dinner party, even for guests who are not low-carb",5,3,Anne Aobadia
0,Keto Crispy Marinated Tofu - Vegan Recipe - Diet Doctor,"A delicious keto vegan protein option. These firm tofu squares are marinated overnight in a flavorful sauce and then baked until crispy on the outside. Use on top of a salad, in a creamy curry, or as a snack on their own.",4.88,8,Naomi Sherman
0,The Best Slow-Cooked Bone Broth 3 Ways - Diet Doctor,"Super simple to make and perfect on keto. Your choice! Prepare by 1) Instant Pot/pressure cooker 2) Slow cooker or 3) Stovetop. Bone broth is your best friend during intermittent fasting... or anytime. Homemade, soothing, and rich in nutrients. We can almost smell the wholesome aroma of bone broth.",4.87,15,Naomi Sherman
0,Low-Carb Cauliflower Rice — Recipe — Diet Doctor,"Missing rice in your life? The legit low-carb substitute is right here. Cauliflower rice is fantastic paired with Asian dishes, and makes a terrific stand-in for couscous or pasta. It's neutral. It's finely textured. It's even white if you omit the spices.",4.76,21,Anne Aobadia
0,Keto Prosciutto and Manchego Cheese Salad — Recipe — Diet Doctor,Warm salads don't get easier than this one. Or tastier. Bring on the Mediterranean flavors and embrace the summer with some Italian prosciutto and Spanish manchego cheese on a bed of crispy grilled lettuce. This keto yum is ready in 10 minutes!,5,2,Megha Barot &amp; Matt Gaedke
0,Keto Cottage Cheese Sauce — Recipe — Diet Doctor,"Meet your new favorite sauce. And dip. And dressing. This garlicky, creamy cottage cheese sauce could easily become your new favorite side to everything. Perfect for grilled food, vegetables and salads.",5,2,Anne Aobadia
0,Keto Bacon Cheeseburger Wraps - Recipe - Diet Doctor,"⁠Take your favorite fast food meal and make it low carb and healthy by wrapping it in fresh lettuce leaves. Our juicy cheeseburger wraps are quick, inexpensive, and loaded with all of the best cheeseburger flavors: seasoned ground beef, crispy bacon, juicy tomatoes, and shredded cheese.",4.93,14,Naomi Sherman
0,Keto Pizza - The Best Pizza Recipe Ever with Video - Diet Doctor,"Pizza, meet keto. It's a simple take on how to get your pizza fix without the carbs. It’s everything you want — whether it is a simple pepperoni, cheese and tomato-sauce version, or a loaded extravaganza. Make it your own.",4.77,241,Anne Aobadia
0,Keto Prosciutto-Wrapped Salmon Skewers — Recipe — Diet Doctor,"Less is more! Salmon, fresh basil and prosciutto. You don’t need anything else in these flavor-dense skewers for the buffet.",5,9,Anne Aobadia
0,The Best Vegan Keto Mayo — Egg Free & Soy Free Recipe — Diet Doctor,"Looking for the perfect egg-free, vegan AND keto mayonnaise? Look no further! This mayo is silky smooth, rich, creamy and flavourful, and tastes exactly like the ""real"" thing. You won't be disappointed.",5,6,Jill Wallentin
0,Low-Carb Garlic Mac and Cheese with Bacon - Recipe - Diet Doctor,Mac and cheese is the ultimate in comfort food. You really can’t go wrong with any dish that has garlic and bacon in it. This low-carb version with garlic and herbs sure to be the whole family's new favorite.,4.93,28,Kyndra Holley
0,Keto Salmon with Lemon Sauce - Recipe - Diet Doctor,"Perfectly seared salmon is cooked until tender and then paired with a delicious creamy sauce, flavored with fresh herbs and a hint of lemon. Pair it with sautéed spinach, and you've got yourself an irresistible keto meal!",4.91,11,Naomi Sherman
